rank,score,verdict,author,followers_raw,author_followers,rel_amp,likes,retweets,engagement,reach_median,tweet
957,35,Limited spread,jimmyfallon,42000000,140,1.018,1552,359,2270.0,431,Paul McCartney is a gentleman. LOVE HIM. #BestOfFallon (Deetch's idea.)
958,35,Limited spread,britneyspears,36000000,138,0.981,1189,1278,3745.0,423,"Sometimes, we make love really complicated, but I've always felt It Should Be Easy :) #BritneyJeanListeningParty"
959,35,Limited spread,TheEllenShow,65000000,145,0.911,4318,490,5298.0,424,"Happy birthday @Diane_Keaton. Just like your fine red wine, you only get better with age, and are delightful on ice."
960,35,Limited spread,taylorswift13,83000000,147,0.859,11459,7741,26941.0,420,Tonight @emelisande surprised our London crowd with 'Next to Me'!! SHE IS SO HEAVENLY. I've had the best time here. Last
961,35,Limited spread,jimmyfallon,42000000,140,0.709,889,347,1583.0,433,If you haven't seen our show and want to see what we do - Best Of Late Night airs tomorrow 8pm on NBC. Set your DVR!
962,35,Limited spread,taylorswift13,83000000,147,0.658,5976,7330,20636.0,418,Leaving Tokyo. I'll miss you guys. Thank you for your lovely hospitality and cat-related gifts. :)
963,35,Limited spread,jimmyfallon,42000000,140,0.581,955,171,1297.0,434,"“@DCCheerleaders: Should this happen?"" Oh really? I don't think you wanna mess with me. I'm very competitive. #flagfootb"
964,35,Limited spread,rihanna,59000000,144,0.564,1092,1258,3608.0,409,"“@_Vaun: I want your high love and emotion endlessly… RT @rihanna: I got my eyes on you..” My new fave record, period."
965,35,Limited spread,jimmyfallon,42000000,140,0.396,304,290,884.0,399,Nashville feeling the love from me? @rotiers2413 CHEESEBURGERS!!! http://t.co/TaelPfilMZ
966,35,Limited spread,jimmyfallon,42000000,140,0.389,548,160,868.0,443,Keep it up guys -- and everyone else tweet at them using their hashtags to show support!! #FingersOnA4x4 #FallonTonight
967,35,Limited spread,taylorswift13,83000000,147,0.347,2718,4086,10890.0,439,Hung out at @NRJhitmusiconly with @cauetofficiel today- so much fun! Merci!! 🇫🇷👍😄
968,35,Limited spread,TheEllenShow,65000000,145,0.328,1432,238,1908.0,405,Here we go! The season finale of #RepeatAfterMe starts now on ABC!
969,35,Limited spread,katyperry,95000000,149,0.319,2954,811,4576.0,426,@dannysuschrist whut like trump?
970,35,Limited spread,ddlovato,41000000,140,0.209,3224,1790,6804.0,424,@ChelseaORourke @nbcsvu I do!!!!
971,35,Limited spread,selenagomez,45000000,141,0.206,702,1524,3750.0,432,@AwwDelta That's is the most unique compliment I have ever gotten..... I think LOL
972,35,Limited spread,britneyspears,36000000,138,0.19,479,123,725.0,393,@itsdavidbish I see you David ❤️
973,35,Limited spread,britneyspears,36000000,138,0.187,243,236,715.0,439,.@hannahrivaa We love to ride four wheelers! #AskBritneyJean
974,35,Limited spread,shakira,42000000,140,0.169,204,102,408.0,411,@DonMogolla The colored pencils are the cutest! You guys are amazing! Shak
975,35,Limited spread,YouTube,60000000,144,0.16,140,39,218.0,418,@MadisonBeer You posted your first video on #LeapDay?! That video is magical. Congrats! https://t.co/zv5fVkcxHB
976,35,Limited spread,YouTube,60000000,144,0.135,147,19,185.0,415,@ijustine We Sia you. 👀 #YouTubeRewind
977,35,Limited spread,britneyspears,36000000,138,0.054,58,75,208.0,423,@LinnLInn4568 Thx Lindsey!! &lt;3
978,35,Limited spread,Twitter,55000000,143,0.054,29,14,57.0,430,"@DaniBorjabad6 Feliz cumpleaños, Dani! 🎈"
979,35,Limited spread,Cristiano,52000000,142,0.043,49,73,195.0,409,Thank you. Good luck! @Soccerpro02 @Cristiano Is so AMAZING!!!! I was watching him on youtube to pump me for my game...I
980,35,Limited spread,YouTube,60000000,144,0.023,21,5,31.0,406,@crashingkian The living dead will fear you now that you're so prepared. Let us know when you make your zombie-haul vide
981,35,Limited spread,YouTube,60000000,144,0.02,17,5,27.0,417,"@AudieAshTweets You did it! Proud of you, Autumn. 🇺🇸 #voteIRL"
982,35,Limited spread,YouTube,60000000,144,0.016,20,1,22.0,402,@simplexityxx Have a favorite random question?
983,34,Limited spread,shakira,42000000,140,7.561,7241,5475,18191.0,389,¡¡Colombia clasificados!! ¡¡¡¡¡¡Celebrando!!!!! #daretowin #COL Shak
984,34,Limited spread,britneyspears,36000000,138,5.38,7473,6531,20535.0,422,.@KatyPerry Was SOOOO good to see you again girl!  Glad we could make our Vegas date happen :)
985,34,Limited spread,TheEllenShow,65000000,145,4.875,20436,3944,28324.0,400,"Happy birthday, Will Smith! I hope you’re celebrating it doing what you do best — protecting us from aliens."
986,34,Limited spread,rihanna,59000000,144,4.511,12081,8383,28847.0,403,To God be the glory!!! I thank Him for choosing us to be together! Y'all been da realest!!! #NavyRDie
987,34,Limited spread,instagram,45000000,141,4.209,3084,1324,5732.0,395,“All of our lives are worth the same. To be kind doesn’t take anything from us.” —@MarkBustos
988,34,Limited spread,ArianaGrande,42000000,140,2.969,68201,25461,119123.0,405,"I love y'all so so much. Sending you endless love. Enjoy your holiday, enjoy your families and give them lots of hugs."
989,34,Limited spread,britneyspears,36000000,138,2.305,4251,2273,8797.0,423,Sending birthday Twitter love to my Dad today!!! Can't wait to celebrate... and eat lots of cake! Lol 🎂☺️
990,34,Limited spread,Cristiano,52000000,142,2.261,1359,4446,10251.0,399,HALA MADRID!
991,34,Limited spread,TheEllenShow,65000000,145,2.229,9017,1967,12951.0,400,"I just got asked to do the cover of Playboy next March. I hope you’re ready for this, America!"
992,34,Limited spread,jimmyfallon,42000000,140,1.819,3005,527,4059.0,415,New Tonight Show starting tonight! #FallonTonight
993,34,Limited spread,KimKardashian,48000000,142,1.647,8016,2253,12522.0,391,Yaaaaassssssss slay the AMA's sisters!!!! slay away..... 🔥🔥🔥
994,34,Limited spread,ArianaGrande,42000000,140,1.599,32410,15866,64142.0,392,ありがとうございます Summersonic Tokyo!! だいすき！
995,34,Limited spread,katyperry,95000000,149,1.473,7153,6981,21115.0,414,GRAZIE for having me @XFactor_Italia! #xf7 I will ❤️ youuuuuu ITALY #unconditionally 🇮🇹💋🇮🇹💋
996,34,Limited spread,KimKardashian,48000000,142,1.44,7148,1897,10942.0,437,Happy Mothers Day to all of the moms out there! This job isn't easy but the best job in the world! Much respect
997,34,Limited spread,ddlovato,41000000,140,1.35,26134,8897,43928.0,416,Okay guys... time to go to bed.. that was fun. Love you ALL 💗💗💗💗
998,34,Limited spread,shakira,42000000,140,1.346,859,1190,3239.0,400,Happy bday Mr President @BarackObama ! All the best and big hug! Shak
999,34,Limited spread,ddlovato,41000000,140,1.314,21280,10738,42756.0,409,"Is this real life? Last night performing You Oughta Know w ALANIS MORRISETTE at the #AMAs!! Thank you, @Alanis!! 🙈🙏 http"
1000,34,Limited spread,KimKardashian,48000000,142,1.277,7318,1190,9698.0,385,"Will,  you were an angel to your family on earth and you will continue to be in the life after. May God bless you!"
