author,followers_raw,author_followers,score,verdict,reach_median,likes,retweets,engagement,rel_amp,tweet
taylorswift13,83000000,147,4,Likely to fizzle,147,14650,8762,32174.0,1.027,"So @markromanek just sent me this and I'm hyperventilating with joy over it. Thank you, Dimensions Dance. http://t.co/hd"
taylorswift13,83000000,147,16,Likely to fizzle,252,10337,6940,24217.0,0.772,"She's @_Jencita_ if you want to go tell her how cute she is and how precocious and dancy her baby ALREADY is. 
I'm not "
taylorswift13,83000000,147,4,Likely to fizzle,147,18115,9418,36951.0,1.18,A huge thank you to US Ambassador @MatthewBarzun for giving me this pin that so accurately expresses my feelings. http:/
KimKardashian,48000000,142,4,Likely to fizzle,142,2792,664,4120.0,0.541,Check out http://t.co/M0m4mjqwvP  2see a full write up on the creative direction &amp; bts from Kanye's Yeezy Season 2 h
taylorswift13,83000000,147,4,Likely to fizzle,147,15757,11086,37929.0,1.211,Dallas. Thank you for a memory I'll replay in my mind on rainy days. http://t.co/RGhV4NTpzK
instagram,45000000,141,4,Likely to fizzle,141,1028,224,1476.0,1.084,"“Airplanes look so cool parked at airports, like toys” —@milsteinjeff #TheWeekOnInstagram https://t.co/4b2GhQdQvU"
instagram,45000000,141,4,Likely to fizzle,151,663,101,865.0,0.635,.@egoshooter87 is making room on the #RunwayForAll https://t.co/oQ61J3vtW4
jtimberlake,41000000,140,30,Limited spread,341,6617,2942,12501.0,4.616,"Thank you @OfficialBBMAs for the ""Top Billboard 200 Album- The 20/20 Experience""! Award!!  #BBMAs -TeamJT"
BarackObama,78000000,147,14,Likely to fizzle,239,1933,814,3561.0,1.01,"""That's when America soars—when we look out for one another."" —President Obama #ACAWorks"
selenagomez,45000000,141,4,Likely to fizzle,141,650,2236,5122.0,0.281,"Congrats @TheRealGrimmie for 1 million subscribers on Youtube.

http://t.co/Z3ZNqRf"
justinbieber,91000000,148,4,Likely to fizzle,148,65446,74560,214566.0,1.513,#SORRY https://t.co/PXs5CasrHD
cnnbrk,25000000,134,3,Likely to fizzle,134,974,636,2246.0,1.629,Chicago police move to fire 6 officers involved in fatal 2014 shooting of Laquan McDonald https://t.co/xcY0wVcChh https:
selenagomez,45000000,141,73,Has legs,938,2037,7765,17567.0,0.963,Happy birthday @taylorswift13 !!!!!!!! I love you so much!!
selenagomez,45000000,141,69,Has legs,895,295,1351,2997.0,0.164,":D wow, 1 year already!! RT @SGomezBestLover: @SelenaGomez #1YearNaturally WILL BE TRENDING !! I SWEAR !!"
Twitter,55000000,143,4,Likely to fizzle,143,947,241,1429.0,1.362,"Tonight is the night. Tune into the @nflnetwork for #CLEvsBAL.

#TNF streaming LIVE on Twitter will be back next we… h"
ArianaGrande,42000000,140,9,Likely to fizzle,194,18586,8081,34748.0,0.865,hocus focus &amp; chill?  https://t.co/OY9Tibpenr
BarackObama,78000000,147,4,Likely to fizzle,147,603,232,1067.0,0.303,LIVE: President Obama is delivering a statement. https://t.co/BprUPFQ9DJ
KimKardashian,48000000,142,87,Viral potential,1000,2461,391,3243.0,0.426,Is everyone enjoying tonight's episode so far? #KUWTK
Twitter,55000000,143,4,Likely to fizzle,143,203,913,2029.0,1.934,Making Twitter more secure: HTTPS http://t.co/lZS4yEh
ArianaGrande,42000000,140,10,Likely to fizzle,196,15479,5413,26305.0,0.655,I love you! I'll stay on as long as I can &lt;3  https://t.co/YtrKH4ItcG
instagram,45000000,141,4,Likely to fizzle,141,710,123,956.0,0.701,There's still time to participate in this weekend's hashtag project! Tag photos/videos #WHPhiddenbeauty on Instagram htt
KimKardashian,48000000,142,11,Likely to fizzle,202,2490,584,3658.0,0.481,#TBT CHRISTMAS CARDS https://t.co/A02mVD067O https://t.co/gHNeUCtNX0
shakira,42000000,140,4,Likely to fizzle,140,356,503,1362.0,0.564,"It’s Christmas Eve! To get you in the spirit, here’s Shak’s version of Santa Baby from 2009… https://t.co/zCD0MopQ Shaki"
justinbieber,91000000,148,4,Likely to fizzle,148,125524,78527,282578.0,1.993,Come see me at Grammy rehearsal with @bkstg https://t.co/Zm0y3BhcDr
ddlovato,41000000,140,12,Likely to fizzle,198,4046,2438,8922.0,0.274,@lovatoftjonas iconic
ddlovato,41000000,140,46,Limited spread,572,3913,2841,9595.0,0.294,@irobotyoujane I'm so proud of you... For those who haven't seen this talented man act.. GO SEE #SPOOKNIGHT!!
TheEllenShow,65000000,145,4,Likely to fizzle,145,4216,2511,9238.0,1.59,England our time has come! Scotland Ireland &amp; Wales the moment is now! Let’s unite for our dream #GetElleyOnTheTelly
Twitter,55000000,143,10,Likely to fizzle,209,59,66,191.0,0.182,Watching @brettdennen perform barefoot. Eating delicious treats from @eatcurbside & @letsbefrank.   #twestival
taylorswift13,83000000,147,4,Likely to fizzle,147,1146,2784,6714.0,0.214,"Lexington, Kentucky in the fall. http://t.co/aqGDoPgB"
cnnbrk,25000000,134,3,Likely to fizzle,134,287,310,907.0,0.658,"Death toll rises to 44 in attack on police training academy in Pakistan, government says. https://t.co/XeIBVEFSlH https:"
Cristiano,52000000,142,6,Likely to fizzle,166,187,247,681.0,0.15,"A favorita para já para mts @fakhrihidayat_: poderia fazer como no facebook e postar 1 foto de fãs por dia, durante 15 d"
YouTube,60000000,144,5,Likely to fizzle,161,1822,357,2536.0,1.861,"Hey @britneyspears, do you wanna come over … to @JKCorden’s carpool lane? https://t.co/ReHNyx5t7H https://t.co/ZMIgka0Oq"
rihanna,59000000,144,4,Likely to fizzle,144,4443,2081,8605.0,1.345,look at trouble!!  #majesty @nicolaalleyne33 http://t.co/u9C6nsdq5L
ArianaGrande,42000000,140,4,Likely to fizzle,140,27216,11236,49688.0,1.239,#RDMAs tonight ♡ #DangerousWoman thank you 🎶 https://t.co/5xIveLrvPI
britneyspears,36000000,138,18,Likely to fizzle,257,42,80,202.0,0.053,@bs_legend_loveu Me too! Xo
YouTube,60000000,144,4,Likely to fizzle,144,1510,322,2154.0,1.578,Action Movie Kid unleashes the power behind the armor. https://t.co/fRudSAOlu4 https://t.co/H87TD0CD6W
BarackObama,78000000,147,4,Likely to fizzle,147,6400,3084,12568.0,3.566,These are records we can't keep breaking. We must work together to #ActOnClimate. https://t.co/sTxNR10sjK
Twitter,55000000,143,4,Likely to fizzle,143,302,509,1320.0,1.258,Experience more with expanded Tweets http://t.co/8gH7sqUE
selenagomez,45000000,141,17,Likely to fizzle,245,5521,18988,43497.0,2.385,HappyBirthdaySelena is a trending topic.  Thank you all so much for a great birthday.
jtimberlake,41000000,140,4,Likely to fizzle,140,3855,1442,6739.0,2.489,"Hard to believe...Last night of #JT2020Tour. What a journey...Let's make it count @TheTNKids
https://t.co/BsufbAM9G4"
BarackObama,78000000,147,4,Likely to fizzle,147,12351,3934,20219.0,5.737,"The United States of America has the strongest, most durable economy in the world—and it's getting better. https://t.co/"
instagram,45000000,141,4,Likely to fizzle,141,1290,231,1752.0,1.287,Creating beautiful portraits of the stars at the #GoldenGlobes with @inezandvinoodh https://t.co/8UWcAhwM5s
TheEllenShow,65000000,145,4,Likely to fizzle,145,1902,205,2312.0,0.398,Violet tried out a lipgloss maker. I wondered why her lips looked particularly beautiful today. #LaughDancePartner… http
cnnbrk,25000000,134,3,Likely to fizzle,134,693,485,1663.0,1.207,US Navy’s $4 billion cutting-edge destroyer malfunctions in Panama Canal.  https://t.co/iAITzcgPrx https://t.co/NHl9DBTO
YouTube,60000000,144,15,Likely to fizzle,244,72,13,98.0,0.072,@MatthewSantoro @WatchMojo 💎 💎 💎
KimKardashian,48000000,142,5,Likely to fizzle,158,4804,1115,7034.0,0.925,WIDE LEG PANTS http://t.co/ER0AZdqipq http://t.co/mXOnZtiS7t
selenagomez,45000000,141,11,Likely to fizzle,207,524,1707,3938.0,0.216,èAre you kidding me?!!!!!!? Ahhhhh I can't believe we won breakout artist of the year!!! I feel so blessed and... ht
ddlovato,41000000,140,4,Likely to fizzle,140,14265,4603,23471.0,0.72,Couldn’t imagine closing out my set with any other song. A million thanks to all who joined us on #HondaCivicTour 😘 http
jimmyfallon,42000000,140,35,Limited spread,434,955,171,1297.0,0.581,"“@DCCheerleaders: Should this happen?"" Oh really? I don't think you wanna mess with me. I'm very competitive. #flagfootb"
jimmyfallon,42000000,140,4,Likely to fizzle,140,2829,1113,5055.0,2.266,The Evolution of Mom Dancing 2 - Special thanks to @FLOTUS! #GimmeFive #MomDance https://t.co/8TEEYsj5Fj #FallonTonight
ArianaGrande,42000000,140,6,Likely to fizzle,170,19883,10440,40763.0,1.016,💜💜💜!!!!! https://t.co/hrOx0OJvIy
ArianaGrande,42000000,140,17,Likely to fizzle,261,8687,2116,12919.0,0.322,@ungodlyariana all of us everyday
selenagomez,45000000,141,4,Likely to fizzle,141,433,1229,2891.0,0.158,Kick off Monte Carlo with Dream Out Loud Summer essentials in Kmart stores July 1st.  Also don't forget to follow... htt
katyperry,95000000,149,51,Has legs,626,6266,3372,13010.0,0.907,GUESS WHAT LONDON?! I've JUST released some new floor TICKETS especially for you! 😍 See you at the O2 this week... http:
jimmyfallon,42000000,140,6,Likely to fizzle,162,5130,920,6970.0,3.124,My friend had a car whose horn honked at random intervals. He would yell “Sorry” out the window every time. #WorstRoadTr
ArianaGrande,42000000,140,4,Likely to fizzle,140,27795,10250,48295.0,1.204,♡ ♡ ♡  https://t.co/3evx6Ehc2j
shakira,42000000,140,4,Likely to fizzle,140,2558,798,4154.0,1.727,"""La igualdad, es la base de una Paz en Colombia"" https://t.co/iGU79ENnJ5"
ladygaga,64000000,145,7,Likely to fizzle,164,3116,1983,7082.0,0.617,"Manchester To London, my favorite drive, and with my sister. MISTRESSES OF MAYHEM IN THE UK LOOSE http://t.co/axYUBxhJ5k"
ddlovato,41000000,140,14,Likely to fizzle,216,3675,2206,8087.0,0.248,@mattkjor we want it to be more of an experience than a concert.. More connection with the audience and more artsy.
rihanna,59000000,144,4,Likely to fizzle,144,607,745,2097.0,0.328,#EW http://t.co/SoWBlWy2Cm
ladygaga,64000000,145,16,Likely to fizzle,243,4957,2843,10643.0,0.927,"Looking out the window, burning candles, listening to jazz, and resting for hour upon hour of beautiful sleep."
shakira,42000000,140,4,Likely to fizzle,140,1282,847,2976.0,1.237,58 millones de niños y niñas en el mundo no tienen acceso al derecho fundamental de la educación http://t.co/39uaENZE6c 
instagram,45000000,141,4,Likely to fizzle,141,1754,347,2448.0,1.797,"More art, less chaos, by music photographer @blackprints_ 
https://t.co/TQ2Afvo2y1 https://t.co/7A7gcjlsLJ"
TheEllenShow,65000000,145,18,Likely to fizzle,250,11422,1982,15386.0,2.648,I can’t wait to watch me and my sisters on the “Keeping Up With The Kardashians” premiere tonight! I’m blowing you all k
Twitter,55000000,143,4,Likely to fizzle,143,2597,1206,5009.0,4.775,Launching today! Twitter for #Windows10 is now available on mobile: https://t.co/bXoPhzwh6S https://t.co/tGRm3yheXa
Twitter,55000000,143,4,Likely to fizzle,143,164,247,658.0,0.627,"Twitter, in your language http://t.co/fHRn5DV7"
katyperry,95000000,149,11,Likely to fizzle,204,18409,5398,29205.0,2.038,Caught one 😌🎣 🎶
rihanna,59000000,144,5,Likely to fizzle,155,905,1123,3151.0,0.492,Time to get this bitch @mforde11 out the bed!!! http://t.co/Jz8LGNLBLb
BarackObama,78000000,147,4,Likely to fizzle,147,604,224,1052.0,0.298,Chip in $5 right now to support @OFA go all in for health care: http://t.co/QS8ztWrSLU
cnnbrk,25000000,134,3,Likely to fizzle,134,285,160,605.0,0.439,"Justice Department will unveil an agreement mandating police reforms in Baltimore today, federal officials said.… https:"
ArianaGrande,42000000,140,7,Likely to fizzle,180,22614,8136,38886.0,0.968,Just posted a photo https://t.co/HdnG8Dkb4F
KimKardashian,48000000,142,4,Likely to fizzle,142,879,183,1245.0,0.164,@KutieNameKim https://t.co/HGePOx0vOB
justinbieber,91000000,148,4,Likely to fizzle,148,62658,51823,166304.0,1.173,Even @MariahCarey is excited. #WhatDoYouMean http://t.co/d0qAVpULI0
BarackObama,78000000,147,4,Likely to fizzle,147,796,380,1556.0,0.441,Check out the offers on this marketplace today: http://t.co/auDZQKSpAR #GetCovered http://t.co/UQY0rlUNR7
instagram,45000000,141,4,Likely to fizzle,141,678,121,920.0,0.675,“I feel more comfortable onstage than at home.” —@thiagopethit https://t.co/MfpV3co4Ui
jimmyfallon,42000000,140,4,Likely to fizzle,140,1987,1229,4445.0,1.992,Thanks to @AaronRodgers12 @ArianFoster @DrewBrees @TheJimmyGraham @GriffWhalen @VernonDavis85 @Kaepernick7 for this: htt
katyperry,95000000,149,39,Limited spread,477,5223,3630,12483.0,0.87,"What do @capitalcities, @KaceyMusgraves and @teganandsara all have in common?"
taylorswift13,83000000,147,14,Likely to fizzle,240,20535,11651,43837.0,1.4,"Just saw a screening of The Giver. Honestly, I can't believe I got to be a part of something so poignant and beautiful. "
instagram,45000000,141,4,Likely to fizzle,141,847,196,1239.0,0.909,"Rock on, dads. #FathersDay 🎸  (via @AUXTV) https://t.co/NTDYMFG9sa"
selenagomez,45000000,141,4,Likely to fizzle,141,12172,8075,28322.0,1.553,And so it begins. Design meeting adidasneolabel Colossians 3:23 http://t.co/hojtfmRRJc
YouTube,60000000,144,4,Likely to fizzle,144,7379,1253,9885.0,7.242,AWWWWWWWW 😍😍😍😍😍😍  https://t.co/JG7JSfePwA #whatdoesthismean https://t.co/7489Uc9pE7
jtimberlake,41000000,140,4,Likely to fizzle,140,554,296,1146.0,0.423,“@NicoBTW: I'm voting for @jtimberlake for #AMAs Artist of the Year. Last day for voting: http://t.co/GsBR0AQb0A” Werd.
KimKardashian,48000000,142,6,Likely to fizzle,166,2042,302,2646.0,0.348,ugh me too! covered my huge fat neck lol Its crazy seeing my big belly https://t.co/tIe1fDaK4M
britneyspears,36000000,138,3,Likely to fizzle,138,15624,8566,32756.0,8.582,"Girls roll 🆙, windows roll ⬇️, 👀 on us, jaws on the ground http://t.co/HaSvfJ4baJ"
Twitter,55000000,143,4,Likely to fizzle,143,1037,649,2335.0,2.226,Today we're bringing Tweets to more people around the 🌍 on our homepage: https://t.co/VIVfJCt2PU https://t.co/C0htvdamPn
rihanna,59000000,144,4,Likely to fizzle,144,3555,1759,7073.0,1.106,"I took Bravo out to dinner, this guy eats nothing there! So this is the pic of him waiting on the… http://t.co/es1ASF8qF"
jtimberlake,41000000,140,4,Likely to fizzle,140,1406,563,2532.0,0.934,Someone's getting spoiled in NYC right now...The first New Yorker to this spot gets 2 wristbands to… http://t.co/uAltLX9
TheEllenShow,65000000,145,8,Likely to fizzle,189,1324,359,2042.0,0.351,This is the only cooking lesson you’ll ever need. https://t.co/tKE4LiyxYD
shakira,42000000,140,4,Likely to fizzle,140,231,633,1497.0,0.62,"Obama duplica la inversión en subvenciones para la educación- Grant Pell 700,000 latinos mas podrán ir a la universidad "
ddlovato,41000000,140,37,Limited spread,422,3503,2062,7627.0,0.234,@conficold just an annoying cold 🙄
cnnbrk,25000000,134,5,Likely to fizzle,146,725,551,1827.0,1.325,4 arrested in beating that was broadcast on Facebook Live. https://t.co/bctOnhtNH7
jimmyfallon,42000000,140,6,Likely to fizzle,161,3161,980,5121.0,2.295,.@KevinHart4real and I visit a haunted house https://t.co/OHLrpnavFZ #FallonTonight
taylorswift13,83000000,147,4,Likely to fizzle,147,17660,10977,39614.0,1.265,"I love this cover of Style so much. 
http://t.co/Vc9dUgzKT0"
justinbieber,91000000,148,6,Likely to fizzle,170,68305,38649,145603.0,1.027,Wow. Thank u https://t.co/GRiOuL966A
rihanna,59000000,144,4,Likely to fizzle,144,3558,1714,6986.0,1.092,@underst_navy thank you #DiamondBall http://t.co/dtSTuV78G5
rihanna,59000000,144,4,Likely to fizzle,144,3879,1897,7673.0,1.2,Birthday Bad Bwoy!!!! #GranfaddaBRAVO http://t.co/VflB4Qd0RA
instagram,45000000,141,4,Likely to fizzle,141,1088,239,1566.0,1.15,Textures star in @david_mcleod’s hypnotic video loops https://t.co/p5Lbk7b95o https://t.co/PN05PW44BX
jimmyfallon,42000000,140,5,Likely to fizzle,152,1082,408,1898.0,0.85,Lip Flip returns with the always hilarious @RickyGervais https://t.co/I6TC2lbBM3 #FallonTonight
justinbieber,91000000,148,4,Likely to fizzle,148,73260,43156,159572.0,1.125,#Company remix @TheKnocks. They are coming with me to Canada on the #PurposeTour https://t.co/dzJt5karYg
ArianaGrande,42000000,140,4,Likely to fizzle,140,12314,5210,22734.0,0.566,🙈🙈🙈 https://t.co/3eBqBKoWhn
taylorswift13,83000000,147,4,Likely to fizzle,147,47638,26471,100580.0,3.211,#1DayTil1989WorldTour http://t.co/E3rldBvtRJ
ladygaga,64000000,145,4,Likely to fizzle,145,2883,1846,6575.0,0.573,Thank you for the journey of a lifetime Dubai. Photo By Alex Dolan http://t.co/O0XpEmYi8T
britneyspears,36000000,138,8,Likely to fizzle,172,3623,1029,5681.0,1.488,.@MarineK_22: Why a French song? #AboutGlory https://t.co/4T9Ju8nrZJ
ArianaGrande,42000000,140,6,Likely to fizzle,153,48727,18807,86341.0,2.152,I honestly want an oil painting of this in my home https://t.co/Uvtf4mZz82
KimKardashian,48000000,142,5,Likely to fizzle,165,3961,748,5457.0,0.717,CHRISTMAS SHOPPING https://t.co/nknuXKW8AA https://t.co/jfcXNXcbEa
Cristiano,52000000,142,4,Likely to fizzle,142,36257,9973,56203.0,12.399,https://t.co/LKgeKYHf6Q
jimmyfallon,42000000,140,20,Likely to fizzle,264,3423,884,5191.0,2.327,@PTXofficial great job with the opening tonight! (Of course your song was great as well.) congrats on the album.
ddlovato,41000000,140,63,Has legs,781,14022,7566,29154.0,0.894,And The Boy Who Blocked His Own Shot by Brand New... Never gets old. Ever ever ever. #throwback
KimKardashian,48000000,142,4,Likely to fizzle,142,27624,3395,34414.0,4.528,Morning hike https://t.co/depznmqah4
ladygaga,64000000,145,4,Likely to fizzle,145,3621,2325,8271.0,0.721,Time for a meet n greet with my #AussieMonsterAngels You are all so damn sweet! http://t.co/hJeFNW2KNX
YouTube,60000000,144,4,Likely to fizzle,144,2183,499,3181.0,2.33,"With eyes that big, you can see straight to his soul. https://t.co/Y62mYMvsx5 https://t.co/bHQCpFWck7"
